Component_ID,Lot_ID,Wafer_ID,Iddq_0h,Iddq_24h,Ileak_0h,Ileak_24h,PropDelay_0h,PropDelay_24h
CMP-1000-0979,ISRO-TEST-UPLOAD-1000,2,11.902,19.572,2.577,2.977,1.1383,1.2183
CMP-1000-0980,ISRO-TEST-UPLOAD-1000,15,11.252,11.394,2.037,2.073,1.0749,1.0713
CMP-1000-0981,ISRO-TEST-UPLOAD-1000,8,9.574,9.571,2.565,2.578,1.2322,1.2312
CMP-1000-0982,ISRO-TEST-UPLOAD-1000,8,10.968,11.2,1.977,1.972,1.2146,1.2183
CMP-1000-0983,ISRO-TEST-UPLOAD-1000,17,11.391,11.476,2.187,2.183,1.282,1.2884
CMP-1000-0984,ISRO-TEST-UPLOAD-1000,12,9.611,9.848,2.031,2.101,1.2402,1.2384
CMP-1000-0985,ISRO-TEST-UPLOAD-1000,19,9.082,9.361,2.616,2.612,1.1253,1.1283
CMP-1000-0986,ISRO-TEST-UPLOAD-1000,10,11.29,11.513,3.199,3.211,1.1635,1.1729
CMP-1000-0987,ISRO-TEST-UPLOAD-1000,9,9.441,9.628,2.811,2.865,0.9726,0.9805
CMP-1000-0988,ISRO-TEST-UPLOAD-1000,5,9.868,10.308,2.946,2.979,1.2714,1.2738
CMP-1000-0989,ISRO-TEST-UPLOAD-1000,6,9.463,9.899,2.873,2.913,1.2051,1.2044
CMP-1000-0990,ISRO-TEST-UPLOAD-1000,20,9.875,10.163,2.464,2.54,1.0841,1.0887
CMP-1000-0991,ISRO-TEST-UPLOAD-1000,2,67.027,71.154,32.073,35.073,3.0992,3.2992
CMP-1000-0992,ISRO-TEST-UPLOAD-1000,24,11.882,12.33,2.107,2.159,1.1913,1.183
CMP-1000-0993,ISRO-TEST-UPLOAD-1000,13,9.925,10.417,2.684,2.758,1.1733,1.1746
CMP-1000-0994,ISRO-TEST-UPLOAD-1000,6,12.127,12.522,2.456,2.509,1.1417,1.1486
CMP-1000-0995,ISRO-TEST-UPLOAD-1000,5,10.033,10.283,2.232,2.224,1.1923,1.1954
CMP-1000-0996,ISRO-TEST-UPLOAD-1000,25,13.443,13.505,2.546,2.567,1.1925,1.1841
CMP-1000-0997,ISRO-TEST-UPLOAD-1000,1,9.874,10.087,3.153,3.188,1.3007,1.3054
CMP-1000-0998,ISRO-TEST-UPLOAD-1000,21,11.925,12.147,1.773,1.816,1.3492,1.35
CMP-1000-0999,ISRO-TEST-UPLOAD-1000,22,11.694,11.897,2.411,2.426,1.2367,1.2371
CMP-1000-1000,ISRO-TEST-UPLOAD-1000,21,11.138,11.381,2.804,2.866,1.1932,1.1914
